27, 125 pa2-unknown-h-our-output2.txt
  596.85,   598.69,   730.13
  606.96,   720.41,   478.47
  603.57,   722.07,   603.67
  600.16,   723.35,   728.34
  351.73,   474.67,   598.14
  355.07,   475.84,   723.32
  358.36,   477.32,   848.25
  353.88,   599.28,   596.76
  357.06,   600.97,   721.76
  360.89,   602.11,   846.91
  355.98,   724.40,   595.54
  359.66,   725.69,   720.23
  362.68,   727.09,   845.36
  476.33,   472.19,   594.90
  479.98,   473.37,   719.97
  483.54,   474.95,   844.63
  478.62,   597.16,   593.50
  482.06,   598.37,   718.52
  485.70,   599.79,   843.22
  480.92,   722.27,   592.03
  484.26,   723.39,   716.73
  487.79,   724.91,   841.75
  601.54,   469.97,   591.60
  604.76,   471.38,   716.58
  608.25,   472.55,   841.27
  603.76,   595.03,   589.95
  606.92,   596.46,   714.83
  610.36,   597.59,   839.86
  606.01,   719.90,   588.58
  609.53,   721.31,   713.42
  612.55,   722.67,   838.73
  351.11,   601.06,   100.03
  353.12,   602.59,   225.17
  354.43,   604.11,   349.91
  348.87,   726.16,    98.75
  350.60,   727.48,   223.42
  352.19,   729.18,   348.24
  346.59,   851.12,    97.22
  348.18,   852.64,   221.87
  349.73,   853.99,   346.81
  476.25,   603.29,    98.49
  477.82,   604.83,   223.36
  479.36,   606.39,   348.26
  474.10,   728.58,    96.54
  475.55,   730.01,   221.76
  477.14,   731.44,   346.74
  471.46,   853.29,    95.13
  473.24,   854.76,   220.40
  474.72,   856.36,   345.35
  601.21,   605.91,    96.64
  602.84,   607.41,   221.47
  604.47,   608.98,   346.60
  598.95,   730.79,    95.65
  600.62,   732.30,   220.16
  602.13,   733.67,   345.22
  596.46,   855.65,    93.90
  598.12,   857.17,   218.68
  599.89,   858.67,   343.52
  349.80,   600.18,   223.28
  348.43,   599.07,   348.48
  347.34,   598.24,   473.22
  348.94,   725.19,   224.46
  347.78,   724.22,   349.60
  347.03,   723.00,   474.50
  348.47,   850.43,   225.56
  347.14,   849.15,   350.34
  346.28,   848.18,   475.55
  474.52,   600.62,   224.52
  473.47,   599.71,   349.68
  472.60,   598.58,   474.61
  473.99,   725.63,   225.55
  472.97,   724.58,   350.77
  471.85,   723.75,   475.67
  473.45,   850.76,   226.63
  472.34,   849.87,   351.90
  471.43,   848.50,   476.57
  599.44,   601.25,   225.44
  598.69,   600.48,   350.41
  597.56,   599.44,   475.68
  598.97,   726.40,   226.74
  598.14,   725.23,   351.41
  596.91,   724.17,   476.78
  598.43,   851.33,   227.53
  597.45,   850.20,   352.76
  596.36,   849.24,   477.56
  349.19,   598.61,   348.46
  351.63,   598.47,   473.44
  353.98,   598.32,   598.28
  350.78,   723.64,   348.42
  353.52,   723.44,   473.47
  355.72,   723.23,   598.62
  352.85,   848.47,   348.43
  355.13,   848.09,   473.36
  357.49,   848.28,   598.48
  474.21,   596.85,   345.93
  476.73,   596.59,   470.95
  479.05,   596.36,   595.92
  475.99,   721.80,   346.16
  478.47,   721.27,   470.83
  480.79,   721.47,   596.07
  477.56,   846.57,   346.40
  480.23,   846.64,   470.99
  482.58,   846.41,   596.17
  599.25,   594.80,   343.23
  601.54,   594.96,   468.40
  604.11,   594.61,   593.17
  600.94,   720.00,   343.31
  603.27,   719.88,   468.55
  605.75,   719.62,   593.29
  602.78,   845.00,   343.56
  604.96,   844.93,   468.50
  607.69,   844.48,   593.60
  349.51,   600.31,   474.48
  346.96,   599.07,   599.52
  344.05,   597.54,   724.41
  350.32,   725.00,   475.87
  347.30,   723.89,   600.68
  344.53,   722.65,   725.88
  350.62,   850.14,   477.09
  347.76,   848.98,   602.17
  345.14,   847.72,   727.06
  474.78,   599.84,   477.30
  471.95,   598.60,   602.31
  468.81,   596.96,   727.24
  475.15,   724.49,   478.51
  472.10,   723.54,   603.73
  469.53,   721.93,   728.68
  475.61,   849.52,   479.72
  472.89,   848.34,   604.77
  470.01,   847.15,   729.59
  599.54,   599.34,   480.13
  596.62,   597.75,   605.17
  594.08,   596.66,   730.08
  600.14,   723.94,   481.35
  597.48,   722.80,   606.44
  594.65,   721.59,   731.21
  600.41,   849.20,   482.58
  597.89,   847.84,   607.41
  595.16,   846.61,   732.57
  350.14,   601.46,   598.45
  352.05,   602.32,   723.32
  353.87,   602.82,   848.22
  348.47,   726.26,   597.74
  350.31,   726.92,   722.42
  351.75,   727.85,   847.76
  346.46,   851.38,   596.91
  347.99,   852.01,   721.94
  349.89,   852.72,   846.99
  475.38,   603.44,   596.87
  477.03,   603.89,   721.88
  478.73,   605.00,   846.69
  473.47,   728.15,   596.11
  475.16,   729.20,   720.89
  476.98,   730.00,   845.90
  471.17,   853.29,   595.34
  472.99,   853.95,   720.27
  474.99,   854.79,   844.89
  600.02,   605.25,   594.89
  601.71,   605.84,   720.06
  603.62,   606.67,   844.98
  598.23,   730.26,   594.08
  599.95,   731.08,   719.22
  601.50,   731.57,   844.35
  596.21,   855.44,   593.61
  597.91,   855.89,   718.59
  599.66,   856.65,   843.67
  474.93,   101.21,    99.52
  477.30,   102.83,   224.39
  479.55,   104.11,   349.34
  476.95,   226.03,    98.01
  479.40,   227.52,   222.99
  481.54,   228.94,   347.78
  478.71,   351.34,    96.66
  481.17,   352.50,   221.49
  483.61,   353.95,   346.52
  599.83,    99.20,    97.03
  602.44,   100.93,   222.18
  604.58,   102.10,   347.04
  601.93,   224.21,    95.71
  604.41,   225.63,   220.75
  606.62,   227.33,   345.55
  603.81,   349.31,    93.90
  606.08,   350.90,   219.13
  608.64,   352.17,   343.96
  724.78,    97.53,    94.63
  727.20,    99.06,   219.62
  729.81,   100.34,   344.66
  726.77,   222.36,    93.28
  728.94,   223.80,   218.01
  731.67,   225.36,   343.35
  728.66,   347.59,    91.76
  730.95,   348.77,   216.81
  733.53,   350.28,   341.63
  475.21,    99.37,   225.08
  475.59,   102.72,   350.18
  475.95,   106.23,   475.28
  476.44,   224.01,   221.90
  476.83,   227.46,   346.54
  477.16,   231.20,   471.66
  477.79,   349.09,   218.46
  478.33,   352.52,   343.11
  478.63,   356.23,   468.20
  600.06,    97.69,   224.79
  600.40,   101.34,   349.67
  600.86,   105.01,   474.66
  601.59,   222.64,   221.36
  601.91,   226.33,   346.33
  602.15,   229.67,   471.10
  602.74,   347.81,   217.66
  603.21,   351.13,   343.01
  603.48,   354.76,   467.86
  725.15,    96.58,   224.39
  725.44,   100.10,   349.34
  726.02,   103.60,   474.48
  726.55,   221.61,   220.84
  726.86,   225.03,   346.13
  727.20,   228.59,   470.67
  728.02,   346.38,   217.29
  728.22,   349.79,   342.52
  728.53,   353.35,   467.57
  474.11,    99.43,   351.02
  477.47,    97.33,   476.31
  480.71,    94.98,   601.19
  472.76,   224.26,   353.24
  475.86,   222.27,   478.35
  479.14,   219.94,   603.15
  471.23,   349.29,   355.53
  474.71,   347.19,   480.59
  478.05,   345.03,   605.47
  598.99,   100.81,   347.95
  602.50,    98.70,   472.80
  605.64,    96.35,   597.58
  597.61,   225.80,   350.07
  600.96,   223.72,   475.01
  604.30,   221.27,   599.85
  596.18,   350.88,   352.48
  599.66,   348.47,   477.43
  602.69,   346.29,   602.05
  723.89,   102.02,   344.62
  727.45,   100.26,   469.38
  730.78,    98.05,   594.37
  722.66,   227.22,   346.62
  725.96,   225.24,   471.61
  729.10,   222.96,   596.66
  720.99,   352.49,   349.03
  724.46,   350.26,   473.95
  727.94,   347.88,   598.84
  475.65,   100.90,   473.88
  474.10,   104.08,   598.69
  472.17,   107.36,   723.76
  472.31,   225.85,   470.56
  470.64,   229.20,   595.91
  469.06,   232.08,   720.68
  469.30,   350.88,   467.74
  467.46,   353.97,   592.59
  465.67,   357.16,   717.65
  600.48,   104.25,   475.35
  598.89,   107.37,   600.60
  597.15,   110.55,   725.42
  597.33,   229.42,   472.31
  595.65,   232.21,   597.39
  593.87,   235.27,   722.25
  594.39,   354.18,   469.29
  592.32,   357.27,   594.29
  590.73,   360.37,   719.41
  725.44,   107.69,   477.04
  723.97,   110.44,   602.33
  722.19,   113.76,   727.04
  722.42,   232.37,   473.90
  720.47,   235.57,   599.26
  718.69,   238.77,   723.99
  719.27,   357.45,   471.15
  717.24,   360.68,   595.93
  715.73,   363.80,   721.00
  475.26,   100.85,   600.16
  472.92,   101.53,   725.13
  470.53,   102.01,   850.13
  478.41,   225.70,   599.50
  475.89,   226.35,   724.57
  473.28,   226.84,   849.43
  481.25,   350.75,   599.12
  478.61,   351.28,   723.98
  476.15,   352.04,   848.99
  600.37,    97.82,   602.55
  598.05,    98.71,   727.59
  595.35,    99.33,   852.53
  603.23,   222.87,   602.19
  600.81,   223.47,   727.01
  598.35,   224.20,   851.81
  605.85,   348.03,   601.30
  603.42,   348.51,   726.45
  601.05,   349.23,   851.33
  725.21,    95.02,   605.10
  722.67,    95.70,   729.95
  720.19,    96.22,   854.83
  728.22,   220.13,   604.50
  725.60,   220.84,   729.41
  723.27,   221.18,   854.42
  730.93,   344.86,   603.96
  728.66,   345.66,   729.05
  726.15,   346.39,   853.88
  475.59,   224.66,   100.17
  478.19,   226.35,   224.98
  481.02,   228.21,   349.91
  477.04,   349.58,    98.59
  479.32,   351.47,   223.13
  482.06,   353.36,   348.27
  477.80,   474.75,    96.58
  480.58,   476.46,   221.71
  483.23,   478.27,   346.36
  600.66,   223.44,    97.76
  603.14,   225.46,   222.61
  605.89,   226.99,   347.52
  601.88,   348.48,    95.70
  604.31,   350.26,   220.85
  606.87,   352.02,   345.71
  602.98,   473.40,    93.91
  605.38,   475.13,   219.08
  608.23,   476.94,   343.72
  725.61,   222.42,    94.98
  728.30,   224.09,   220.01
  731.01,   225.84,   345.03
  726.89,   347.29,    93.37
  729.28,   349.39,   218.28
  732.07,   350.82,   343.26
  727.90,   472.38,    91.47
  730.37,   473.90,   216.63
  732.89,   475.91,   341.42
  474.88,   223.33,   225.05
  474.63,   226.28,   350.32
  474.19,   228.99,   475.20
  473.76,   348.45,   222.39
  473.16,   351.23,   347.14
  472.76,   353.96,   472.40
  472.06,   473.25,   219.60
  471.47,   476.01,   344.27
  471.09,   479.19,   469.24
  600.19,   224.81,   225.38
  599.65,   227.92,   350.61
  599.22,   230.80,   475.53
  598.37,   349.86,   222.71
  598.16,   352.67,   347.82
  597.83,   355.56,   472.47
  597.01,   474.89,   219.87
  596.58,   477.64,   344.69
  596.22,   480.71,   469.62
  725.02,   226.24,   225.94
  724.56,   229.13,   350.82
  724.25,   232.14,   475.78
  723.42,   351.43,   223.12
  722.96,   354.13,   347.86
  722.54,   357.14,   473.06
  722.03,   476.20,   220.41
  721.80,   479.14,   345.13
  721.23,   481.94,   469.88
  476.83,   223.75,   350.97
  479.63,   222.82,   475.82
  482.57,   221.72,   601.18
  479.69,   348.88,   352.23
  482.71,   347.60,   477.03
  485.63,   346.71,   602.22
  482.61,   473.94,   353.34
  485.88,   472.85,   478.25
  488.71,   471.28,   603.01
  601.65,   220.77,   348.05
  604.88,   219.91,   472.92
  607.62,   218.62,   597.98
  604.58,   345.73,   349.14
  607.77,   344.80,   473.97
  610.78,   343.64,   598.97
  607.77,   470.74,   350.38
  610.78,   469.61,   475.27
  613.80,   468.49,   600.15
  726.75,   217.93,   344.96
  729.74,   216.63,   470.03
  732.49,   215.76,   595.18
  729.81,   342.85,   346.04
  732.47,   341.93,   470.93
  735.74,   340.63,   596.09
  732.76,   467.87,   347.07
  735.71,   466.58,   472.34
  738.60,   465.31,   597.16
  476.61,   225.15,   475.98
  477.78,   228.82,   601.14
  479.31,   232.59,   725.88
  474.31,   350.10,   472.48
  475.46,   353.67,   597.23
  476.60,   357.57,   722.38
  471.86,   474.92,   468.70
  473.26,   478.39,   593.49
  474.48,   482.41,   718.46
  601.51,   227.28,   474.82
  602.97,   231.05,   599.88
  603.96,   234.86,   724.78
  599.45,   352.13,   471.05
  600.73,   355.90,   596.21
  601.57,   359.57,   721.23
  596.97,   476.96,   467.42
  598.34,   480.93,   592.46
  599.70,   484.60,   717.10
  726.64,   229.57,   473.57
  727.95,   233.45,   598.57
  729.06,   237.10,   723.37
  724.35,   354.53,   469.81
  725.33,   358.15,   594.81
  726.66,   361.91,   719.81
  721.93,   479.46,   466.24
  723.21,   483.12,   591.11
  724.63,   487.08,   715.81
  474.18,   226.29,   598.98
  473.47,   228.53,   723.73
  472.46,   230.24,   848.71
  477.22,   351.52,   596.86
  476.28,   353.25,   721.90
  475.24,   355.49,   846.77
  480.38,   476.12,   595.04
  479.49,   478.32,   719.99
  478.53,   480.18,   844.96
  599.21,   223.35,   599.81
  598.24,   225.26,   724.82
  597.34,   227.28,   849.97
  602.21,   348.17,   598.05
  601.32,   350.19,   723.00
  600.22,   352.36,   847.81
  605.27,   473.29,   595.85
  604.41,   475.20,   720.82
  603.46,   477.09,   845.82
  724.15,   220.16,   601.01
  723.22,   222.11,   725.82
  722.23,   224.19,   851.03
  727.37,   345.37,   599.03
  726.14,   347.26,   723.99
  725.34,   349.18,   848.82
  730.20,   470.29,   597.10
  729.36,   472.00,   721.88
  728.38,   474.27,   846.80
  474.02,   351.24,   101.03
  473.60,   349.66,   226.00
  473.19,   347.79,   351.17
  470.73,   476.49,   102.86
  470.47,   474.32,   227.69
  470.09,   472.91,   352.83
  467.82,   601.26,   104.54
  467.54,   599.55,   229.58
  466.81,   597.71,   354.69
  598.94,   354.37,   101.65
  598.29,   352.81,   226.36
  598.16,   350.99,   351.61
  595.62,   479.19,   103.41
  595.23,   477.67,   228.29
  594.82,   475.79,   353.49
  592.93,   604.21,   105.15
  592.20,   602.35,   230.19
  591.85,   600.61,   355.21
  723.84,   357.51,   101.78
  723.52,   355.57,   226.92
  722.92,   354.01,   351.91
  720.72,   482.27,   103.93
  720.21,   480.69,   228.88
  720.07,   478.68,   353.86
  717.69,   607.33,   105.61
  717.54,   605.75,   230.25
  717.02,   603.91,   355.58
  473.96,   350.59,   225.84
  471.35,   353.53,   350.55
  469.21,   356.24,   475.57
  475.29,   475.24,   222.81
  472.53,   478.26,   347.45
  470.05,   481.24,   472.45
  476.41,   600.44,   219.81
  473.92,   603.31,   344.88
  471.23,   606.44,   469.43
  599.33,   349.31,   228.09
  596.53,   352.25,   353.23
  594.01,   355.35,   478.14
  600.38,   474.39,   225.45
  597.67,   477.42,   350.30
  595.30,   480.42,   475.17
  601.45,   599.45,   222.44
  598.99,   602.41,   347.27
  596.45,   605.17,   472.13
  724.08,   348.18,   230.73
  721.43,   351.34,   355.64
  718.92,   354.10,   480.75
  725.30,   473.04,   228.11
  722.86,   476.08,   352.68
  720.12,   479.30,   477.90
  726.40,   598.13,   224.94
  723.70,   601.23,   349.68
  721.42,   604.25,   474.95
  477.12,   349.26,   351.16
  473.32,   349.10,   476.28
  469.96,   348.93,   601.01
  479.86,   474.42,   351.74
  476.35,   473.95,   476.59
  472.72,   473.80,   601.62
  482.44,   599.24,   351.91
  479.03,   599.14,   477.06
  475.46,   598.88,   601.78
  601.89,   346.65,   354.90
  598.40,   346.21,   479.81
  594.65,   346.13,   604.87
  604.73,   471.56,   355.14
  601.13,   471.26,   480.14
  597.52,   471.03,   605.24
  607.44,   596.70,   355.70
  604.05,   596.23,   480.47
  600.22,   596.06,   605.49
  726.89,   343.61,   358.33
  723.08,   343.55,   483.06
  719.89,   343.04,   608.38
  729.76,   468.60,   358.83
  726.10,   468.53,   483.61
  722.37,   468.10,   608.50
  732.32,   593.63,   358.97
  728.94,   593.49,   483.89
  725.26,   592.94,   609.08
  473.97,   349.62,   475.38
  477.46,   350.79,   600.32
  481.14,   351.71,   725.57
  474.72,   474.90,   474.53
  478.20,   475.84,   599.51
  481.93,   476.54,   724.18
  475.61,   599.89,   473.53
  479.26,   600.63,   598.52
  482.69,   601.75,   723.65
  598.82,   349.03,   471.96
  602.36,   349.96,   596.97
  606.03,   350.77,   722.09
  599.84,   473.97,   471.00
  603.13,   474.78,   596.02
  607.05,   475.97,   720.73
  600.48,   598.84,   469.91
  604.05,   600.00,   594.76
  607.81,   601.00,   719.70
  723.88,   348.00,   468.22
  727.57,   349.07,   593.20
  730.92,   349.79,   718.06
  724.81,   473.20,   467.24
  728.33,   473.91,   592.31
  731.70,   475.10,   717.40
  725.53,   598.17,   466.69
  729.14,   598.86,   591.25
  732.40,   599.98,   716.45
  475.25,   350.03,   598.72
  477.76,   346.53,   723.69
  480.46,   343.63,   849.01
  471.85,   474.72,   602.10
  474.54,   471.76,   727.01
  477.10,   468.37,   851.97
  468.63,   599.61,   605.41
  470.98,   596.37,   730.09
  473.88,   593.21,   855.23
  600.19,   353.16,   596.22
  602.85,   350.02,   721.39
  605.22,   347.07,   846.10
  596.95,   478.18,   599.71
  599.40,   475.04,   724.56
  602.06,   471.90,   849.27
  593.68,   602.94,   602.57
  596.25,   600.14,   727.61
  598.72,   596.94,   852.76
  725.18,   356.82,   593.90
  727.60,   353.42,   718.89
  730.28,   350.58,   843.83
  721.69,   481.64,   597.10
  724.53,   478.51,   722.05
  727.10,   475.39,   847.01
  718.62,   606.51,   600.17
  721.12,   603.15,   725.20
  723.51,   600.20,   850.13
  474.69,   476.77,   100.65
  471.58,   477.85,   225.68
  468.60,   478.80,   350.68
  471.99,   601.88,    99.53
  468.67,   603.01,   224.64
  465.31,   603.99,   349.49
  468.94,   726.69,    98.23
  465.68,   727.65,   223.44
  462.27,   728.89,   348.58
  599.82,   479.83,   103.80
  596.39,   480.67,   228.99
  593.37,   481.99,   353.94
  596.67,   604.83,   102.68
  593.70,   605.69,   227.80
  590.52,   606.98,   352.79
  593.71,   729.75,   101.91
  590.66,   731.02,   226.72
  587.36,   731.73,   351.59
  724.70,   482.74,   106.90
  721.55,   483.63,   232.11
  718.14,   484.88,   356.81
  721.74,   607.89,   105.71
  718.47,   609.02,   230.83
  715.36,   609.73,   355.66
  718.76,   732.51,   104.71
  715.64,   733.74,   229.65
  712.47,   734.77,   354.82
  473.38,   473.32,   224.97
  470.83,   470.99,   349.81
  467.88,   468.80,   474.64
  474.52,   598.07,   227.05
  471.62,   596.26,   352.22
  468.81,   593.79,   477.05
  475.21,   723.12,   229.23
  472.41,   720.83,   354.18
  469.35,   718.83,   479.30
  598.58,   472.36,   227.74
  595.77,   470.06,   352.59
  592.83,   467.83,   477.61
  599.53,   597.62,   230.10
  596.52,   595.02,   354.87
  593.61,   593.12,   479.88
  600.41,   722.52,   232.01
  597.15,   720.28,   357.13
  594.18,   717.98,   482.23
  723.66,   471.61,   230.71
  720.50,   469.38,   355.45
  717.86,   467.05,   480.52
  724.35,   596.43,   232.87
  721.49,   594.43,   357.95
  718.54,   592.02,   482.63
  724.85,   721.34,   235.11
  722.30,   719.45,   359.82
  719.42,   717.19,   485.18
  473.85,   474.23,   350.09
  474.86,   474.51,   475.24
  475.61,   474.69,   600.18
  476.69,   599.27,   350.04
  477.61,   599.44,   475.13
  478.62,   599.49,   599.95
  479.55,   724.05,   349.98
  480.42,   724.40,   474.89
  481.53,   724.62,   599.92
  598.72,   471.19,   349.46
  599.78,   471.66,   474.42
  600.71,   471.62,   599.54
  601.81,   596.24,   349.30
  602.66,   596.39,   474.12
  603.62,   596.74,   599.01
  604.75,   721.55,   348.84
  605.67,   721.57,   473.97
  606.39,   721.82,   599.01
  723.80,   468.39,   348.33
  724.70,   468.81,   473.69
  725.81,   468.77,   598.66
  726.75,   593.55,   348.17
  727.60,   593.58,   473.29
  728.47,   594.01,   598.14
  729.81,   718.41,   348.25
  730.32,   718.82,   472.96
  731.49,   718.84,   598.25
  475.76,   476.81,   474.76
  475.55,   475.01,   599.64
  474.86,   473.64,   724.68
  472.82,   601.68,   476.26
  472.27,   600.20,   601.25
  471.71,   598.63,   726.32
  470.00,   726.63,   477.78
  469.62,   725.06,   602.95
  469.12,   723.64,   727.81
  600.63,   479.55,   475.23
  600.14,   477.81,   600.37
  600.01,   476.53,   725.35
  597.88,   604.59,   476.69
  597.52,   602.97,   601.62
  597.11,   601.29,   726.99
  594.87,   729.47,   478.29
  594.62,   727.85,   603.33
  593.89,   726.24,   728.28
  725.60,   482.45,   475.78
  725.49,   480.71,   600.70
  724.93,   479.17,   725.86
  722.94,   607.32,   477.52
  722.45,   605.95,   602.27
  722.03,   604.39,   727.38
  720.07,   732.42,   478.75
  719.73,   730.74,   603.89
  718.77,   729.26,   728.73
  473.55,   475.93,   598.81
  470.99,   476.26,   723.78
  468.44,   476.78,   848.70
  474.31,   600.83,   598.16
  471.83,   601.48,   723.29
  469.22,   601.90,   848.29
  475.26,   725.84,   598.06
  472.89,   726.38,   722.77
  470.46,   726.91,   847.61
  598.50,   475.00,   601.49
  596.05,   475.61,   726.16
  593.45,   476.03,   851.10
  599.41,   599.84,   600.67
  596.73,   600.38,   725.87
  594.16,   600.82,   850.68
  600.39,   724.86,   600.39
  597.72,   725.28,   725.50
  595.12,   725.93,   850.40
  723.47,   474.27,   603.99
  721.12,   474.70,   728.92
  718.43,   475.00,   853.76
  724.15,   599.06,   603.22
  721.82,   599.42,   728.37
  719.37,   600.24,   853.21
  725.19,   724.06,   602.94
  722.35,   724.50,   727.70
  720.23,   725.07,   852.83
  476.75,   599.35,   100.68
  474.98,   598.47,   225.99
  473.49,   597.15,   350.80
  474.56,   724.12,   101.42
  472.83,   723.22,   226.95
  471.37,   722.19,   351.75
  472.71,   849.11,   102.55
  470.65,   848.15,   227.70
  469.18,   847.23,   352.86
  601.66,   601.33,   102.43
  600.27,   600.58,   227.24
  598.60,   599.40,   352.58
  599.47,   726.31,   103.37
  598.19,   725.24,   228.52
  596.57,   724.26,   353.17
  597.19,   851.49,   104.35
  595.82,   850.33,   229.42
  594.28,   849.57,   354.11
  726.50,   603.54,   103.86
  725.02,   602.45,   229.02
  723.64,   601.63,   353.95
  724.52,   728.28,   104.81
  722.90,   727.43,   230.08
  721.28,   726.52,   354.84
  722.52,   853.37,   105.60
  720.78,   852.51,   230.80
  719.14,   851.42,   355.93
  473.43,   599.88,   225.65
  471.42,   597.82,   350.49
  469.66,   595.77,   475.50
  471.13,   724.62,   227.38
  469.46,   722.75,   352.48
  467.64,   720.74,   477.51
  469.62,   849.62,   229.22
  467.77,   847.70,   354.64
  465.78,   846.00,   479.37
  598.44,   601.51,   227.28
  596.28,   599.80,   352.49
  594.48,   597.94,   477.51
  596.48,   726.52,   229.37
  594.68,   724.74,   354.49
  592.56,   722.89,   479.41
  594.64,   851.72,   231.36
  592.56,   849.73,   356.20
  590.45,   847.93,   481.22
  723.26,   603.59,   229.46
  721.50,   601.36,   354.31
  719.34,   599.74,   479.39
  721.19,   728.24,   231.28
  719.57,   726.56,   356.11
  717.40,   724.63,   481.32
  719.41,   853.40,   233.39
  717.71,   851.52,   358.00
  715.73,   849.37,   483.32
  476.37,   601.87,   351.01
  474.31,   601.36,   475.79
  472.04,   600.58,   600.87
  472.63,   726.51,   351.34
  470.70,   725.99,   476.42
  468.49,   725.76,   601.57
  469.19,   851.59,   352.06
  467.30,   850.90,   476.95
  464.95,   850.48,   601.77
  601.19,   605.08,   353.07
  598.91,   604.79,   478.00
  596.95,   604.19,   602.89
  597.78,   730.17,   353.75
  595.59,   729.48,   478.54
  593.53,   728.91,   603.51
  594.30,   854.97,   353.92
  592.05,   854.44,   479.27
  589.89,   853.92,   604.15
  726.02,   608.92,   355.14
  724.05,   608.27,   480.34
  721.82,   607.50,   605.35
  722.66,   733.71,   355.97
  720.25,   733.26,   480.81
  718.47,   732.78,   605.64
  719.24,   858.61,   356.42
  717.03,   858.02,   481.33
  714.99,   857.44,   606.11
  475.25,   601.65,   474.66
  475.36,   604.11,   599.91
  475.43,   606.43,   724.71
  473.41,   726.52,   472.58
  473.31,   729.03,   597.49
  473.21,   731.51,   722.31
  471.34,   851.49,   470.03
  471.38,   853.71,   595.21
  471.50,   856.32,   719.99
  600.28,   603.72,   474.60
  600.11,   605.82,   599.73
  600.26,   608.49,   724.82
  598.35,   728.65,   472.52
  598.48,   730.92,   597.20
  598.39,   733.45,   722.39
  596.03,   853.54,   469.97
  596.42,   856.04,   594.92
  596.13,   858.52,   720.20
  725.12,   605.70,   474.66
  725.41,   607.85,   599.59
  725.30,   610.46,   724.76
  723.22,   730.79,   472.20
  723.50,   732.79,   597.46
  723.46,   735.57,   722.39
  721.06,   855.66,   470.10
  721.22,   857.94,   594.84
  721.25,   860.33,   719.89
  473.12,   601.35,   599.59
  474.00,   604.37,   724.44
  474.79,   607.32,   849.35
  472.50,   726.53,   596.62
  473.50,   729.25,   721.61
  474.52,   732.56,   846.26
  471.71,   851.35,   593.62
  472.74,   854.33,   718.43
  473.74,   857.44,   843.23
  598.33,   602.03,   598.47
  599.02,   605.13,   723.64
  599.66,   608.21,   848.50
  597.49,   727.06,   595.54
  598.56,   729.99,   720.45
  599.17,   733.11,   845.58
  596.95,   852.17,   592.67
  597.45,   855.08,   717.50
  598.30,   857.98,   842.75
  723.38,   602.63,   597.65
  724.13,   605.53,   722.94
  724.73,   608.64,   847.79
  722.48,   727.70,   594.83
  723.43,   730.83,   719.56
  724.34,   733.73,   844.85
  721.82,   852.63,   591.82
  722.66,   855.56,   716.76
  723.37,   858.76,   841.83
  599.91,    98.74,    98.12
  602.78,   101.27,   222.76
  605.48,   104.02,   348.00
  599.65,   223.93,    95.51
  602.29,   226.62,   220.45
  605.30,   228.99,   345.27
  599.18,   348.75,    93.08
  601.95,   351.32,   217.77
  604.96,   353.89,   342.68
  725.08,    99.17,    95.27
  727.96,   101.76,   220.25
  730.58,   104.37,   345.02
  724.49,   224.29,    92.77
  727.41,   227.02,   217.67
  730.33,   229.48,   342.58
  723.78,   349.47,    90.25
  726.74,   352.00,   214.82
  729.74,   354.17,   340.04
  849.90,    99.68,    92.34
  852.77,   102.09,   217.22
  855.48,   104.70,   342.42
  849.51,   224.66,    89.67
  852.34,   227.38,   214.68
  855.15,   229.63,   339.71
  849.01,   349.96,    87.63
  851.78,   352.32,   212.12
  854.58,   354.71,   337.10
  599.61,   100.43,   226.38
  602.24,    97.53,   351.56
  604.51,    94.45,   476.53
  601.74,   225.37,   229.50
  604.38,   222.40,   354.52
  606.88,   219.39,   479.22
  604.07,   350.17,   232.55
  606.55,   347.29,   357.29
  608.97,   344.46,   482.14
  724.55,    98.44,   223.82
  727.02,    95.12,   349.07
  729.69,    92.34,   473.87
  726.79,   223.12,   226.94
  729.25,   220.24,   352.00
  731.92,   217.19,   476.80
  729.01,   348.37,   229.78
  731.62,   345.27,   354.98
  733.95,   342.30,   479.84
  849.53,    96.31,   221.37
  852.05,    93.19,   346.34
  854.51,    90.13,   471.14
  851.53,   221.09,   224.33
  854.38,   217.98,   349.26
  856.56,   214.97,   474.04
  853.95,   346.07,   227.30
  856.40,   343.12,   352.30
  859.04,   340.07,   477.03
  599.18,    98.79,   351.10
  602.21,    99.87,   476.08
  605.25,   100.85,   601.06
  600.93,   223.75,   350.24
  603.93,   224.88,   475.22
  606.98,   225.76,   600.15
  602.93,   348.88,   348.99
  605.89,   349.72,   473.84
  608.94,   350.75,   598.72
  724.09,    96.96,   348.06
  727.01,    97.81,   473.10
  729.93,    98.95,   598.13
  725.75,   221.79,   347.13
  728.73,   222.82,   472.08
  732.03,   223.72,   596.94
  727.69,   346.88,   346.12
  730.76,   347.73,   470.93
  733.77,   348.72,   596.11
  849.11,    94.90,   345.02
  852.14,    95.96,   470.08
  854.79,    96.85,   595.05
  850.72,   219.98,   344.26
  853.74,   220.97,   469.00
  856.82,   222.12,   594.09
  852.80,   344.90,   343.04
  855.60,   346.10,   467.79
  858.70,   346.85,   593.16
  600.15,   100.15,   475.04
  601.74,    96.99,   600.13
  602.87,    94.16,   724.98
  601.14,   225.18,   478.24
  602.95,   221.87,   603.24
  604.14,   218.96,   728.16
  602.40,   349.95,   481.33
  603.91,   346.83,   606.14
  604.97,   343.76,   731.03
