27, 125 pa2-unknown-g-our-output2.txt
  600.71,   603.99,   725.31
  602.88,   723.46,   472.61
  602.34,   726.16,   597.34
  601.74,   728.94,   722.55
  349.47,   473.73,   598.12
  346.66,   473.52,   723.12
  343.79,   473.22,   847.98
  348.16,   598.75,   598.24
  345.37,   598.43,   723.29
  342.58,   598.27,   848.22
  347.00,   723.78,   598.55
  344.11,   723.41,   723.53
  341.38,   723.11,   848.43
  474.42,   475.03,   600.94
  471.60,   474.77,   725.89
  468.75,   474.42,   850.82
  473.14,   599.94,   601.11
  470.30,   599.70,   726.08
  467.47,   599.43,   851.18
  471.94,   724.98,   601.40
  469.10,   724.79,   726.33
  466.11,   724.57,   851.30
  599.38,   476.25,   603.75
  596.55,   475.95,   728.72
  593.70,   475.79,   853.63
  598.14,   601.23,   603.92
  595.31,   600.95,   729.00
  592.52,   600.72,   853.83
  596.88,   726.21,   604.05
  594.04,   725.96,   729.27
  591.26,   725.59,   853.94
  351.35,   600.41,    98.48
  350.58,   598.95,   223.43
  349.97,   597.58,   348.49
  351.82,   725.42,    99.90
  351.21,   723.93,   224.91
  350.57,   722.65,   349.93
  352.49,   850.25,   101.25
  351.82,   848.89,   226.34
  351.13,   847.69,   351.25
  476.29,   599.81,    99.07
  475.58,   598.31,   224.10
  474.95,   596.99,   349.02
  476.72,   724.76,   100.55
  476.22,   723.43,   225.59
  475.58,   721.91,   350.40
  477.42,   849.96,   102.06
  476.87,   848.40,   226.98
  476.10,   846.90,   351.92
  601.28,   599.06,    99.74
  600.55,   597.68,   224.73
  599.95,   596.35,   349.71
  601.81,   724.27,   101.14
  601.22,   722.79,   226.20
  600.58,   721.34,   351.08
  602.52,   848.97,   102.52
  601.79,   847.70,   227.59
  601.10,   846.33,   352.41
  349.30,   599.46,   225.59
  347.75,   598.04,   350.65
  346.18,   596.60,   475.61
  351.11,   724.46,   227.16
  349.50,   723.10,   352.17
  347.90,   721.48,   477.01
  352.87,   849.40,   228.67
  351.24,   848.12,   353.57
  349.72,   846.38,   478.51
  474.29,   597.67,   227.20
  472.71,   596.28,   352.11
  471.14,   594.78,   477.19
  476.09,   722.77,   228.76
  474.50,   721.18,   353.58
  472.86,   719.62,   478.76
  477.89,   847.73,   230.23
  476.20,   846.16,   355.18
  474.82,   844.69,   480.45
  599.23,   595.85,   228.76
  597.68,   594.46,   353.73
  596.10,   592.95,   478.75
  601.08,   720.95,   230.30
  599.47,   719.44,   355.19
  597.87,   718.05,   480.32
  602.78,   845.87,   231.76
  601.17,   844.43,   356.61
  599.70,   842.96,   481.71
  348.54,   599.82,   348.14
  345.32,   597.02,   473.06
  342.02,   594.14,   597.90
  350.54,   724.85,   351.07
  347.28,   721.86,   475.86
  344.09,   719.11,   600.88
  352.50,   849.85,   353.87
  349.33,   846.73,   478.76
  346.04,   844.15,   603.81
  473.46,   597.77,   351.24
  470.25,   594.90,   476.25
  466.98,   592.00,   601.12
  475.49,   722.65,   354.10
  472.20,   719.72,   479.24
  469.02,   716.97,   604.08
  477.42,   847.59,   357.12
  474.40,   844.75,   482.33
  471.03,   841.99,   606.91
  598.41,   595.65,   354.49
  595.17,   592.78,   479.45
  591.96,   589.95,   604.30
  600.43,   720.61,   357.36
  597.18,   717.84,   482.42
  593.96,   714.88,   607.11
  602.37,   845.58,   360.17
  599.24,   842.73,   485.21
  595.86,   839.81,   610.04
  348.12,   600.03,   475.55
  344.39,   600.76,   600.40
  340.78,   601.44,   725.42
  350.99,   724.88,   474.78
  347.41,   725.75,   599.84
  343.69,   726.39,   724.79
  353.95,   849.79,   474.10
  350.19,   850.72,   599.09
  346.51,   851.35,   724.08
  473.02,   597.10,   479.24
  469.33,   597.79,   604.12
  465.65,   598.55,   729.07
  475.90,   721.92,   478.65
  472.30,   722.79,   603.50
  468.62,   723.62,   728.42
  479.01,   846.97,   478.15
  475.19,   847.77,   602.74
  471.68,   848.49,   727.77
  597.91,   594.14,   482.92
  594.27,   594.93,   607.78
  590.62,   595.66,   732.83
  600.83,   719.23,   482.31
  597.20,   719.87,   607.01
  593.52,   720.64,   732.22
  603.82,   844.13,   481.52
  600.02,   844.81,   606.39
  596.47,   845.64,   731.49
  349.83,   599.56,   599.84
  350.46,   600.48,   724.92
  351.06,   601.55,   849.89
  350.58,   724.59,   598.96
  351.10,   725.46,   723.96
  351.76,   726.40,   848.89
  351.11,   849.61,   597.92
  351.68,   850.47,   722.95
  352.51,   851.37,   847.88
  474.85,   598.84,   599.31
  475.42,   599.84,   724.30
  476.01,   600.80,   849.44
  475.56,   723.87,   598.39
  476.13,   724.92,   723.33
  476.61,   725.96,   848.37
  476.20,   848.87,   597.32
  476.91,   849.81,   722.34
  477.20,   850.97,   847.42
  599.88,   598.21,   598.71
  600.47,   599.17,   723.80
  601.09,   600.17,   848.69
  600.54,   723.20,   597.63
  601.09,   724.16,   722.86
  601.79,   725.07,   847.66
  601.11,   848.17,   596.70
  601.76,   849.20,   721.83
  602.45,   850.08,   846.67
  475.40,   100.31,    98.25
  477.31,    96.89,   223.20
  479.25,    93.53,   348.12
  471.86,   225.20,   101.67
  473.87,   221.84,   226.68
  475.79,   218.41,   351.56
  468.50,   350.08,   105.11
  470.36,   346.67,   230.05
  472.31,   343.36,   354.99
  600.31,   103.84,    96.40
  602.30,   100.44,   221.32
  604.17,    97.04,   346.27
  596.84,   228.76,    99.85
  598.81,   225.40,   224.73
  600.77,   221.93,   349.72
  593.41,   353.55,   103.25
  595.31,   350.16,   228.19
  597.25,   346.84,   353.16
  725.30,   107.35,    94.60
  727.24,   103.94,   219.51
  729.08,   100.60,   344.41
  721.75,   232.28,    97.97
  723.72,   228.90,   222.92
  725.70,   225.42,   347.89
  718.33,   357.06,   101.40
  720.26,   353.71,   226.38
  722.17,   350.43,   351.30
  473.79,   100.37,   224.38
  477.02,    98.17,   349.28
  480.29,    96.01,   474.22
  473.94,   225.36,   226.58
  477.16,   223.15,   351.46
  480.40,   220.96,   476.40
  474.03,   350.28,   228.70
  477.29,   348.17,   353.64
  480.54,   345.97,   478.59
  598.79,   100.29,   221.09
  601.96,    98.09,   346.04
  605.27,    95.94,   470.98
  598.89,   225.33,   223.24
  602.16,   223.05,   348.23
  605.34,   220.91,   473.16
  599.01,   350.17,   225.45
  602.24,   348.04,   350.41
  605.49,   345.86,   475.33
  723.74,   100.18,   217.87
  726.87,    98.07,   342.78
  730.26,    95.79,   467.75
  723.83,   225.24,   220.04
  727.11,   222.93,   345.00
  730.28,   220.90,   469.89
  723.97,   350.10,   222.25
  727.19,   348.04,   347.16
  730.46,   345.77,   472.10
  474.38,    98.61,   348.78
  471.77,   100.00,   473.73
  469.11,   101.38,   598.68
  474.35,   223.61,   347.38
  471.75,   225.01,   472.34
  469.12,   226.39,   597.33
  474.33,   348.64,   345.99
  471.73,   350.02,   470.95
  469.09,   351.38,   595.91
  599.33,    98.66,   351.39
  596.77,   100.08,   476.37
  594.10,   101.43,   601.32
  599.37,   223.63,   350.01
  596.71,   225.07,   474.96
  594.11,   226.45,   599.94
  599.31,   348.63,   348.62
  596.69,   350.04,   473.57
  594.07,   351.41,   598.54
  724.27,    98.75,   354.00
  721.78,   100.06,   479.00
  719.02,   101.50,   603.94
  724.34,   223.66,   352.64
  721.65,   225.17,   477.56
  719.09,   226.45,   602.59
  724.28,   348.76,   351.23
  721.69,   350.04,   476.19
  719.05,   351.47,   601.16
  476.56,    98.46,   473.70
  476.46,    98.36,   598.69
  476.41,    98.33,   723.70
  477.27,   223.46,   473.78
  477.20,   223.37,   598.79
  477.11,   223.27,   723.79
  478.00,   348.48,   473.85
  477.92,   348.36,   598.84
  477.85,   348.32,   723.83
  601.58,    97.76,   473.78
  601.47,    97.64,   598.77
  601.43,    97.56,   723.77
  602.25,   222.75,   473.84
  602.22,   222.66,   598.85
  602.16,   222.62,   723.83
  602.98,   347.72,   473.90
  602.92,   347.63,   598.90
  602.87,   347.56,   723.92
  726.61,    96.97,   473.85
  726.42,    96.94,   598.81
  726.43,    96.86,   723.85
  727.23,   222.08,   473.87
  727.21,   221.91,   598.94
  727.12,   221.87,   723.89
  728.00,   346.97,   473.96
  727.93,   346.92,   598.97
  727.85,   346.86,   723.98
  473.73,    98.83,   599.08
  475.08,    98.66,   724.07
  476.42,    98.43,   849.05
  474.57,   223.84,   599.31
  475.87,   223.60,   724.30
  477.12,   223.36,   849.26
  475.38,   348.84,   599.50
  476.69,   348.64,   724.47
  478.02,   348.44,   849.50
  598.74,    98.03,   597.77
  600.08,    97.80,   722.76
  601.37,    97.60,   847.75
  599.57,   223.05,   597.98
  600.91,   222.87,   722.95
  602.26,   222.68,   847.94
  600.38,   348.02,   598.16
  601.71,   347.80,   723.18
  603.05,   347.57,   848.21
  723.68,    97.23,   596.43
  725.08,    97.01,   721.44
  726.42,    96.76,   846.47
  724.57,   222.21,   596.68
  725.86,   222.02,   721.63
  727.17,   221.76,   846.64
  725.37,   347.21,   596.85
  726.68,   347.00,   721.85
  727.97,   346.81,   846.81
  476.14,   225.29,    99.59
  476.85,   222.53,   224.62
  477.47,   219.70,   349.54
  477.83,   350.23,   102.39
  478.37,   347.40,   227.35
  479.03,   344.69,   352.32
  479.23,   475.29,   105.21
  479.98,   472.52,   230.18
  480.59,   469.65,   355.08
  601.17,   223.81,    98.94
  601.85,   221.03,   223.85
  602.51,   218.13,   348.86
  602.78,   348.62,   101.69
  603.37,   345.82,   226.66
  604.02,   343.10,   351.65
  604.24,   473.74,   104.47
  604.97,   470.94,   229.45
  605.61,   468.05,   354.44
  726.16,   222.28,    98.25
  726.82,   219.46,   223.22
  727.50,   216.55,   348.20
  727.75,   347.07,   101.00
  728.37,   344.32,   226.02
  728.99,   341.65,   350.96
  729.25,   472.30,   103.86
  729.94,   469.41,   228.80
  730.59,   466.56,   353.70
  473.49,   226.81,   226.90
  476.34,   223.42,   351.78
  479.23,   220.05,   476.69
  473.16,   351.70,   230.23
  476.05,   348.41,   355.14
  478.94,   345.05,   480.06
  472.90,   476.81,   233.64
  475.74,   473.36,   358.50
  478.62,   469.97,   483.47
  598.47,   227.22,   223.96
  601.36,   223.78,   348.92
  604.18,   220.46,   473.83
  598.15,   352.06,   227.35
  601.01,   348.75,   352.30
  603.88,   345.39,   477.20
  597.88,   477.15,   230.73
  600.75,   473.68,   355.67
  603.58,   470.32,   480.58
  723.41,   227.60,   221.13
  726.32,   224.13,   346.08
  729.13,   220.90,   470.95
  723.12,   352.45,   224.53
  725.97,   349.20,   349.42
  728.87,   345.74,   474.34
  722.83,   477.53,   227.89
  725.71,   474.11,   352.76
  728.54,   470.73,   477.80
  474.76,   223.79,   351.70
  475.69,   225.98,   476.68
  476.61,   228.15,   601.67
  476.31,   348.80,   349.51
  477.25,   350.98,   474.49
  478.15,   353.12,   599.47
  477.87,   473.77,   347.30
  478.79,   475.92,   472.32
  479.71,   478.15,   597.30
  599.80,   222.21,   350.82
  600.66,   224.43,   475.79
  601.61,   226.59,   600.78
  601.30,   347.18,   348.64
  602.22,   349.37,   473.60
  603.13,   351.53,   598.57
  602.89,   472.15,   346.44
  603.76,   474.32,   471.41
  604.68,   476.56,   596.38
  724.78,   220.60,   349.95
  725.63,   222.92,   474.88
  726.60,   225.00,   599.92
  726.27,   345.69,   347.73
  727.22,   347.78,   472.71
  728.13,   349.99,   597.68
  727.87,   470.63,   345.50
  728.75,   472.79,   470.59
  729.68,   475.06,   595.48
  475.25,   224.68,   475.96
  475.14,   223.18,   600.97
  475.01,   221.66,   725.96
  476.21,   349.70,   477.45
  476.09,   348.16,   602.44
  475.97,   346.70,   727.42
  477.17,   474.66,   478.97
  477.07,   473.22,   603.95
  476.97,   471.71,   728.93
  600.23,   223.73,   476.05
  600.14,   222.24,   601.06
  600.04,   220.78,   726.03
  601.20,   348.69,   477.54
  601.10,   347.18,   602.53
  601.00,   345.70,   727.54
  602.16,   473.66,   479.04
  602.05,   472.23,   604.03
  601.95,   470.69,   729.03
  725.21,   222.83,   476.13
  725.15,   221.23,   601.18
  725.01,   219.79,   726.12
  726.22,   347.70,   477.64
  726.09,   346.24,   602.62
  725.98,   344.75,   727.63
  727.16,   472.73,   479.20
  727.06,   471.33,   604.10
  726.96,   469.76,   729.13
  475.63,   226.64,   599.31
  478.63,   227.56,   724.27
  481.58,   228.46,   849.21
  471.97,   351.58,   598.44
  474.98,   352.54,   723.39
  478.02,   353.50,   848.38
  468.34,   476.59,   597.62
  471.37,   477.53,   722.56
  474.38,   478.37,   847.48
  600.54,   230.28,   596.24
  603.58,   231.26,   721.19
  606.64,   232.22,   846.15
  596.88,   355.20,   595.38
  599.91,   356.14,   720.36
  602.97,   357.07,   845.34
  593.24,   480.19,   594.53
  596.27,   481.09,   719.50
  599.27,   482.10,   844.40
  725.47,   233.87,   593.21
  728.45,   234.85,   718.14
  731.44,   235.81,   843.08
  721.80,   358.83,   592.33
  724.81,   359.79,   717.29
  727.84,   360.69,   842.26
  718.15,   483.87,   591.47
  721.18,   484.76,   716.43
  724.25,   485.62,   841.46
  475.59,   349.64,    98.97
  479.03,   352.03,   223.89
  482.58,   354.54,   348.82
  478.15,   474.68,    96.49
  481.81,   477.14,   221.44
  485.32,   479.49,   346.29
  481.09,   599.56,    93.95
  484.51,   601.89,   218.90
  488.05,   604.42,   343.75
  600.48,   346.76,    95.47
  603.96,   349.19,   220.39
  607.49,   351.68,   345.35
  603.10,   471.86,    92.97
  606.73,   474.29,   217.89
  610.28,   476.61,   342.85
  606.01,   596.63,    90.47
  609.40,   599.06,   215.43
  612.97,   601.59,   340.33
  725.40,   343.92,    91.98
  728.88,   346.40,   216.95
  732.40,   348.95,   341.84
  728.07,   469.18,    89.53
  731.62,   471.49,   214.46
  735.19,   473.86,   339.29
  730.85,   593.85,    86.90
  734.34,   596.31,   211.99
  737.92,   598.78,   336.75
  475.21,   350.46,   223.49
  471.88,   348.08,   348.42
  468.54,   345.61,   473.36
  477.13,   475.58,   226.05
  473.74,   473.04,   350.91
  470.41,   470.54,   475.90
  478.97,   600.37,   228.52
  475.61,   598.00,   353.39
  472.28,   595.52,   478.41
  600.17,   348.49,   226.79
  596.82,   346.09,   351.75
  593.47,   343.65,   476.66
  602.08,   473.60,   229.32
  598.72,   471.05,   354.26
  595.33,   468.57,   479.19
  603.88,   598.41,   231.85
  600.55,   596.03,   356.77
  597.20,   593.55,   481.74
  725.11,   346.58,   230.15
  721.74,   344.23,   355.05
  718.42,   341.67,   479.98
  727.00,   471.67,   232.64
  723.66,   469.14,   357.53
  720.28,   466.67,   482.56
  728.84,   596.52,   235.17
  725.51,   594.12,   360.02
  722.10,   591.64,   485.08
  474.46,   348.07,   348.17
  476.61,   344.81,   473.11
  478.72,   341.49,   598.05
  477.86,   472.99,   351.35
  480.01,   469.69,   476.34
  482.13,   466.47,   601.28
  481.26,   597.90,   354.52
  483.41,   594.61,   479.56
  485.50,   591.31,   604.43
  599.40,   344.68,   345.96
  601.53,   341.43,   470.88
  603.66,   338.13,   595.82
  602.83,   469.58,   349.17
  604.92,   466.31,   474.10
  607.06,   463.10,   599.04
  606.20,   594.52,   352.37
  608.33,   591.23,   477.34
  610.48,   588.01,   602.19
  724.31,   341.41,   343.73
  726.48,   338.06,   468.66
  728.61,   334.80,   593.61
  727.77,   466.28,   346.90
  729.87,   462.99,   471.95
  732.00,   459.83,   596.80
  731.15,   591.20,   350.08
  733.21,   587.93,   475.16
  735.44,   584.60,   599.96
  475.92,   348.80,   475.45
  474.20,   347.76,   600.43
  472.51,   346.78,   725.40
  478.70,   473.74,   476.51
  477.00,   472.79,   601.49
  475.32,   471.78,   726.46
  481.47,   598.73,   477.56
  479.75,   597.67,   602.48
  478.05,   596.68,   727.47
  600.86,   345.97,   477.10
  599.17,   344.95,   602.09
  597.49,   343.96,   727.09
  603.64,   470.91,   478.16
  601.95,   469.97,   603.13
  600.27,   468.91,   728.14
  606.42,   595.89,   479.23
  604.76,   594.92,   604.13
  603.07,   593.89,   729.22
  725.84,   343.14,   478.77
  724.14,   342.16,   603.76
  722.43,   341.16,   728.76
  728.59,   468.15,   479.90
  726.92,   467.24,   604.78
  725.24,   466.15,   729.80
  731.33,   593.13,   480.93
  729.74,   592.06,   605.76
  727.95,   591.12,   730.87
  476.89,   350.37,   598.56
  474.99,   352.73,   723.51
  473.11,   355.08,   848.50
  478.77,   475.40,   596.29
  476.88,   477.73,   721.23
  474.97,   479.97,   846.16
  480.60,   600.28,   593.93
  478.68,   602.63,   718.88
  476.83,   604.95,   844.02
  601.87,   348.53,   600.48
  599.99,   350.87,   725.45
  598.12,   353.19,   850.46
  603.73,   473.56,   598.18
  601.84,   475.83,   723.16
  599.92,   478.25,   848.06
  605.61,   598.51,   595.83
  603.72,   600.81,   720.89
  601.86,   603.16,   845.77
  726.84,   346.73,   602.40
  724.94,   349.05,   727.38
  723.01,   351.43,   852.31
  728.71,   471.79,   600.09
  726.81,   474.06,   725.08
  724.98,   476.32,   850.04
  730.60,   596.62,   597.73
  728.64,   599.00,   722.78
  726.75,   601.36,   847.71
  473.22,   475.90,    98.36
  469.74,   476.25,   223.33
  466.11,   476.48,   348.19
  473.63,   600.84,    97.99
  469.95,   601.06,   222.97
  466.35,   601.48,   347.86
  473.73,   725.81,    97.76
  470.21,   726.20,   222.74
  466.63,   726.42,   347.51
  598.21,   475.66,   101.90
  594.69,   475.97,   226.86
  591.10,   476.19,   351.82
  598.55,   600.47,   101.62
  594.87,   600.81,   226.58
  591.30,   601.22,   351.50
  598.73,   725.69,   101.30
  595.18,   725.95,   226.31
  591.57,   726.20,   351.15
  723.17,   475.52,   105.55
  719.64,   475.74,   230.47
  716.05,   475.98,   355.38
  723.48,   600.26,   105.21
  719.84,   600.61,   230.19
  716.27,   600.99,   355.06
  723.68,   725.43,   104.99
  720.09,   725.67,   229.88
  716.52,   725.95,   354.73
  475.04,   473.42,   226.54
  474.90,   473.72,   351.47
  474.80,   474.06,   476.52
  476.29,   598.24,   226.12
  476.18,   598.71,   351.05
  476.09,   599.07,   476.14
  477.61,   723.36,   225.81
  477.50,   723.63,   350.64
  477.33,   723.94,   475.85
  600.04,   472.08,   226.59
  599.93,   472.37,   351.61
  599.78,   472.74,   476.60
  601.25,   596.92,   226.24
  601.18,   597.38,   351.23
  601.07,   597.74,   476.27
  602.61,   722.04,   225.90
  602.49,   722.38,   350.80
  602.35,   722.86,   475.94
  725.01,   470.79,   226.73
  724.91,   471.12,   351.67
  724.77,   471.48,   476.78
  726.27,   595.68,   226.38
  726.19,   596.11,   351.27
  726.02,   596.48,   476.41
  727.57,   720.71,   226.01
  727.50,   721.04,   350.86
  727.33,   721.45,   476.14
  474.18,   474.65,   348.96
  475.61,   471.57,   473.97
  477.05,   468.59,   598.93
  474.63,   599.61,   351.96
  476.09,   596.56,   477.01
  477.48,   593.47,   601.91
  475.12,   724.49,   354.95
  476.50,   721.39,   480.13
  477.98,   718.46,   604.97
  599.20,   474.16,   347.56
  600.59,   471.11,   472.50
  602.02,   468.12,   597.46
  599.63,   599.15,   350.58
  601.05,   596.09,   475.58
  602.51,   593.08,   600.45
  600.11,   724.11,   353.57
  601.51,   721.17,   478.66
  602.97,   718.02,   603.38
  724.19,   473.77,   346.06
  725.59,   470.72,   471.14
  727.02,   467.76,   596.00
  724.64,   598.74,   349.08
  726.00,   595.69,   474.16
  727.53,   592.59,   598.98
  725.12,   723.64,   352.07
  726.49,   720.63,   477.31
  727.97,   717.60,   601.98
  476.63,   474.37,   476.62
  476.24,   475.99,   601.61
  475.85,   477.53,   726.57
  474.67,   599.38,   475.06
  474.24,   600.87,   599.99
  473.83,   602.44,   724.98
  472.65,   724.21,   473.57
  472.32,   725.89,   598.50
  471.91,   727.51,   723.43
  601.61,   476.32,   476.96
  601.21,   477.93,   601.95
  600.83,   479.44,   726.95
  599.63,   601.31,   475.44
  599.27,   602.89,   600.33
  598.87,   604.43,   725.43
  597.65,   726.41,   473.94
  597.29,   727.85,   598.69
  596.86,   729.40,   723.91
  726.58,   478.33,   477.40
  726.22,   479.96,   602.29
  725.82,   481.45,   727.32
  724.57,   603.31,   475.84
  724.28,   604.80,   600.68
  723.80,   606.41,   725.78
  722.62,   728.28,   474.39
  722.27,   729.85,   599.10
  721.89,   731.38,   724.25
  474.71,   474.32,   598.75
  478.28,   477.30,   723.65
  481.83,   480.20,   848.52
  476.95,   599.17,   595.65
  480.50,   602.19,   720.54
  484.10,   605.15,   845.63
  479.27,   724.16,   592.66
  482.82,   727.23,   717.49
  486.34,   730.28,   842.54
  599.63,   471.94,   595.21
  603.20,   474.88,   720.14
  606.74,   477.95,   844.98
  601.91,   596.86,   592.12
  605.48,   599.84,   717.11
  609.09,   602.84,   841.96
  604.17,   721.81,   588.97
  607.70,   724.74,   714.07
  611.39,   727.73,   838.94
  724.56,   469.64,   591.69
  728.14,   472.58,   716.60
  731.76,   475.45,   841.59
  726.86,   594.46,   588.59
  730.38,   597.50,   713.55
  733.87,   600.51,   838.55
  729.10,   719.44,   585.54
  732.73,   722.47,   710.47
  736.17,   725.47,   835.55
  473.26,   598.74,    98.81
  476.03,   600.15,   223.81
  478.88,   601.76,   348.70
  470.51,   723.68,    97.45
  473.43,   725.24,   222.44
  476.31,   726.66,   347.22
  467.90,   848.89,    96.04
  470.89,   850.18,   220.99
  473.58,   851.63,   345.87
  598.21,   601.19,    95.96
  600.94,   602.71,   220.94
  603.84,   604.31,   345.87
  595.57,   726.36,    94.46
  598.39,   727.84,   219.55
  601.24,   729.27,   344.37
  592.80,   851.09,    92.93
  595.81,   852.65,   218.10
  598.51,   854.23,   342.86
  723.12,   603.77,    93.01
  725.90,   605.33,   218.10
  728.80,   606.91,   342.91
  720.39,   728.85,    91.58
  723.28,   730.43,   216.68
  726.19,   731.83,   341.41
  717.80,   853.82,    90.17
  720.75,   855.21,   215.28
  723.60,   856.74,   340.10
  473.69,   598.59,   226.53
  476.10,   600.12,   351.43
  478.54,   601.55,   476.49
  475.20,   723.69,   225.12
  477.63,   725.03,   349.92
  479.99,   726.40,   475.11
  476.77,   848.65,   223.64
  479.03,   850.03,   348.54
  481.66,   851.47,   473.81
  598.62,   597.04,   224.14
  601.08,   598.57,   349.09
  603.49,   600.00,   474.11
  600.18,   722.15,   222.72
  602.59,   723.56,   347.57
  604.97,   725.10,   472.70
  601.66,   847.05,   221.23
  603.99,   848.55,   346.02
  606.55,   850.00,   471.10
  723.61,   595.57,   221.78
  726.06,   597.07,   346.63
  728.41,   598.49,   471.74
  725.13,   720.60,   220.34
  727.58,   721.99,   345.11
  729.94,   723.44,   470.39
  726.55,   845.69,   218.84
  729.08,   846.98,   343.72
  731.44,   848.46,   468.86
  476.90,   599.67,   348.55
  474.07,   597.39,   473.60
  471.19,   595.05,   598.49
  480.10,   724.54,   350.86
  477.18,   722.19,   476.02
  474.39,   720.02,   600.89
  483.17,   849.47,   353.31
  480.52,   847.21,   478.55
  477.53,   844.99,   603.15
  601.84,   596.44,   351.42
  598.99,   594.13,   476.40
  596.15,   591.88,   601.26
  605.01,   721.37,   353.72
  602.13,   719.19,   478.81
  599.31,   716.81,   603.51
  608.09,   846.33,   355.96
  605.35,   844.07,   481.02
  602.35,   841.73,   605.89
  726.79,   593.24,   354.15
  723.87,   590.96,   479.22
  721.11,   588.63,   604.02
  729.96,   718.11,   356.46
  727.05,   715.86,   481.68
  724.25,   713.59,   606.33
  733.13,   843.06,   358.88
  730.19,   840.89,   484.00
  727.45,   838.60,   608.73
  476.40,   601.34,   476.52
  475.50,   600.62,   601.46
  474.62,   599.97,   726.46
  478.53,   726.18,   477.28
  477.73,   725.64,   602.19
  476.84,   725.05,   727.15
  480.90,   851.25,   478.13
  479.85,   850.61,   602.75
  479.15,   849.92,   727.84
  601.36,   599.11,   477.39
  600.52,   598.48,   602.30
  599.65,   597.80,   727.39
  603.54,   724.21,   478.13
  602.69,   723.44,   602.87
  601.79,   722.78,   728.14
  605.79,   849.11,   478.67
  604.76,   848.41,   603.61
  603.98,   847.81,   728.76
  726.30,   596.95,   478.28
  725.53,   596.24,   603.13
  724.56,   595.64,   728.24
  728.50,   721.90,   479.08
  727.69,   721.26,   603.77
  726.80,   720.61,   728.95
  730.68,   846.92,   479.69
  729.90,   846.23,   604.50
  728.99,   845.58,   729.56
  475.10,   600.70,   598.73
  478.06,   601.84,   723.69
  481.07,   602.93,   848.79
  477.28,   725.72,   597.63
  480.25,   726.91,   722.53
  483.14,   728.08,   847.54
  479.36,   850.69,   596.37
  482.48,   851.76,   721.35
  485.21,   853.07,   846.44
  600.07,   598.59,   595.75
  603.07,   599.69,   720.80
  606.09,   600.82,   845.67
  602.20,   723.56,   594.48
  605.15,   724.64,   719.66
  608.25,   725.72,   844.49
  604.23,   848.52,   593.39
  607.26,   849.67,   718.46
  610.39,   850.69,   843.30
  725.04,   596.38,   592.77
  727.97,   597.54,   717.79
  730.92,   598.68,   842.78
  727.15,   721.40,   591.59
  730.18,   722.54,   716.62
  733.08,   723.68,   841.63
  729.30,   846.37,   590.46
  732.33,   847.46,   715.41
  735.13,   848.70,   840.48
  598.76,    98.20,    98.38
  600.31,   100.77,   223.35
  601.80,   103.27,   348.32
  600.60,   223.24,    95.85
  602.15,   225.78,   220.76
  603.71,   228.22,   345.78
  602.54,   348.07,    93.28
  604.01,   350.61,   218.24
  605.53,   353.19,   343.23
  723.69,    96.32,    96.83
  725.27,    98.85,   221.87
  726.74,   101.41,   346.82
  725.60,   221.34,    94.37
  727.11,   223.89,   219.32
  728.69,   226.30,   344.30
  727.51,   346.15,    91.79
  728.98,   348.72,   216.79
  730.50,   351.38,   341.72
  848.71,    94.46,    95.38
  850.29,    96.98,   220.35
  851.70,    99.55,   345.32
  850.55,   219.36,    92.88
  852.09,   221.96,   217.84
  853.65,   224.41,   342.75
  852.48,   344.40,    90.26
  854.03,   346.82,   215.25
  855.49,   349.42,   340.23
  600.28,   101.44,   226.96
  602.94,   100.54,   351.93
  605.71,    99.68,   476.91
  596.65,   226.42,   227.87
  599.38,   225.47,   352.89
  602.05,   224.63,   477.85
  593.02,   351.24,   228.85
  595.74,   350.43,   353.84
  598.46,   349.55,   478.79
  725.19,   105.04,   224.29
  727.84,   104.17,   349.21
  730.67,   103.24,   474.22
  721.54,   230.03,   225.22
  724.29,   229.08,   350.21
  726.95,   228.32,   475.12
  717.95,   354.87,   226.20
  720.65,   354.11,   351.14
  723.39,   353.14,   476.11
  850.09,   108.63,   221.59
  852.77,   107.81,   346.51
  855.57,   106.86,   471.54
  846.46,   233.67,   222.54
  849.20,   232.71,   347.48
  851.90,   231.91,   472.48
  842.89,   358.56,   223.47
  845.58,   357.74,   348.43
  848.31,   356.80,   473.43
  601.00,   100.12,   348.82
  604.16,   101.21,   473.79
  607.21,   102.24,   598.74
  599.49,   225.10,   347.81
  602.55,   226.20,   472.76
  605.68,   227.24,   597.73
  597.90,   350.10,   346.80
  601.00,   351.16,   471.74
  604.11,   352.19,   596.69
  725.92,   101.69,   345.69
  729.15,   102.67,   470.68
  732.12,   103.79,   595.61
  724.44,   226.61,   344.71
  727.49,   227.79,   469.61
  730.64,   228.74,   594.63
  722.84,   351.70,   343.67
  725.97,   352.66,   468.62
  729.07,   353.75,   593.58
  850.88,   103.24,   342.56
  854.09,   104.21,   467.58
  857.10,   105.35,   592.50
  849.38,   228.15,   341.54
  852.47,   229.28,   466.55
  855.56,   230.28,   591.47
  847.80,   353.22,   340.54
  850.91,   354.22,   465.52
  854.01,   355.26,   590.45
  600.91,   101.02,   476.70
  599.69,   103.76,   601.65
  598.55,   106.52,   726.61
  602.55,   225.98,   473.93
  601.42,   228.73,   598.91
  600.26,   231.53,   723.85
  604.26,   350.91,   471.17
  603.09,   353.66,   596.14
  601.94,   356.43,   721.12
